Provincia,Estadisticos,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Anual,year
Navarra,Mediana,"1,3","1,7","1,3","1,2","2,1","1,2","3,3",4,"3,7",1,"1,1",1,"1,4",2020
Navarra,Media,"1,3","1,8","1,5","1,4","2,1","1,6","3,4","3,9",3,"1,1","1,2",1,"1,9",2020
Navarra,Cuartil_3,"1,5",2,"1,8","1,5","2,8","1,7","4,3","4,6","4,5",1,"1,3",1,"2,5",2020
Navarra,Maximo,"2,2","2,6","2,7","2,9","3,3","3,4",5,5,5,"2,1",2,"1,4",5,2020
Ourense,Minimo,1,1,1,1,1,1,"2,3",1,1,1,1,1,1,2020
Ourense,Cuartil_1,1,"1,3",1,1,"1,5","1,3","3,5","1,4",1,1,1,1,1,2020
Ourense,Mediana,"1,4","1,6","1,8","1,1","2,1","1,8",4,"2,7","3,2",1,1,1,"1,3",2020
Ourense,Media,"1,4","1,7","1,7","1,3","2,1","1,8","3,9","2,8","2,7",1,1,1,"1,9",2020
Ourense,Cuartil_3,"1,7",2,2,"1,3","2,9","2,2","4,4","4,2","4,2",1,1,1,"2,3",2020
Ourense,Maximo,2,"2,5","2,6","2,8","3,3","3,4",5,5,5,"2,1","1,1",1,5,2020
Asturias,Minimo,"1,1","1,1","1,1","1,1","1,1",1,"1,4",1,1,1,1,1,1,2020
Asturias,Cuartil_1,"1,2","1,8","1,4","1,2","1,6","1,1",2,1,1,1,1,1,"1,1",2020
Asturias,Mediana,"1,6","2,2","1,9","1,4","2,5","1,3","2,9","1,9","1,6",1,"1,2",1,"1,5",2020
Asturias,Media,"1,8","2,2","1,9","1,5","2,6","1,6","2,9","2,3",2,"1,2","1,4",1,"1,9",2020
Asturias,Cuartil_3,"2,3","2,6","2,3","1,8","3,4",2,"3,6","3,5","2,9","1,1","1,6",1,"2,4",2020
Asturias,Maximo,"3,6","4,1",3,3,"4,4","3,4","4,8","4,8","4,6","3,6","3,3","1,9","4,8",2020
Palencia,Minimo,1,1,1,1,1,1,"1,2",1,1,1,1,1,1,2020
Palencia,Cuartil_1,1,"1,1","1,6",1,"1,1",1,"2,9","1,2",1,1,1,1,1,2020
Palencia,Mediana,"1,3","1,6","1,9",1,2,"1,1","3,4","2,8","1,6",1,1,1,"1,2",2020
Palencia,Media,"1,3","1,6","1,9","1,2",2,"1,4","3,3","2,7","2,1","1,1",1,1,"1,7",2020
Palencia,Cuartil_3,"1,5","2,1",2,"1,2","2,6","1,6","3,8","3,6","3,2",1,1,1,"2,1",2020
Palencia,Maximo,2,"2,7","2,7","2,1","3,1","2,4",5,5,"4,2","2,9","1,2","1,1",5,2020
Las Palmas,Minimo,1,"1,3",1,1,"1,4","1,2","1,5","1,5",1,1,1,1,1,2020
Las Palmas,Cuartil_1,"1,3","2,2","1,2","1,3",2,"1,7","2,4","2,2","1,5","1,1",1,1,"1,3",2020
Las Palmas,Mediana,"1,7","2,7","1,9","1,4","2,3","2,4","2,8","2,8","1,7","1,5","1,4",1,2,2020
Las Palmas,Media,"1,8","2,8","1,9","1,7","2,3","2,4","2,8",3,"2,1","1,6","1,7","1,1","2,1",2020
Las Palmas,Cuartil_3,"2,2","3,5","2,5","1,9","2,5",3,"3,3","3,8","2,5","1,8","2,1",1,"2,7",2020
Las Palmas,Maximo,"3,2","4,7",4,"3,3","3,6","3,6","4,5","4,8","4,4",4,"3,9","2,2","4,8",2020
Pontevedra,Minimo,1,1,1,1,1,1,2,1,1,1,1,1,1,2020
Pontevedra,Cuartil_1,1,1,1,1,"1,6","1,1","3,7","1,1",1,1,1,1,1,2020
Pontevedra,Mediana,"1,1","1,1","1,5",1,"2,1","1,8","4,1","1,5","2,6",1,1,1,"1,1",2020
Pontevedra,Media,"1,4","1,4","1,6","1,3","2,2","1,8",4,"2,4","2,4",1,1,1,"1,8",2020
Pontevedra,Cuartil_3,"1,9","1,7",2,"1,6",3,"2,3","4,5",4,"3,9",1,1,1,"2,1",2020
Pontevedra,Maximo,"2,1","2,3","3,4","3,2","3,9","2,9",5,"4,9","4,7","1,5","1,3",1,5,2020
Salamanca,Minimo,1,1,1,1,1,1,2,"1,1",1,1,1,1,1,2020
Salamanca,Cuartil_1,1,1,1,1,"1,1","1,1","3,3","2,8",1,1,1,1,1,2020
Salamanca,Mediana,"1,1","1,5","1,3",1,"1,8","1,8","3,6","3,6","2,6",1,1,1,"1,1",2020
Salamanca,Media,"1,2","1,5","1,4",1,"1,7","1,7","3,8","3,6","2,5","1,1",1,1,"1,8",2020
Salamanca,Cuartil_3,"1,2",2,"1,8",1,2,2,"4,6","4,6","3,8",1,1,1,2,2020
Salamanca,Maximo,"1,8",2,2,"1,8","2,5","2,9",5,5,"4,8","4,6",1,1,5,2020
Santa Cruz de Tenerife,Minimo,"1,3","2,1",1,"1,2","1,4","1,2","2,5","2,2",1,1,1,1,1,2020
Santa Cruz de Tenerife,Cuartil_1,"1,5","2,3","1,2","1,3","1,8","1,8","3,1","2,7",2,1,1,1,"1,3",2020
Santa Cruz de Tenerife,Mediana,"1,9","2,9","2,1","1,5","2,1","2,2","3,5","3,6","2,6","1,2","1,2",1,"2,1",2020
Santa Cruz de Tenerife,Media,2,3,"2,1","1,5","2,4","2,1","3,4","3,5","2,5","1,3","1,4",1,"2,2",2020
Santa Cruz de Tenerife,Cuartil_3,"2,5","3,5","2,8","1,8","2,9","2,5","3,7","4,3","2,9","1,4","1,8",1,"2,9",2020
Santa Cruz de Tenerife,Maximo,"3,4","4,4","3,7","2,2","3,8","2,9","4,5","4,8","4,5","2,3","2,8","1,1","4,8",2020
Cantabria,Minimo,"1,1","1,1","1,1","1,1","1,1",1,"1,1",1,1,1,1,1,1,2020
Cantabria,Cuartil_1,"1,2","1,5","1,2","1,1","1,4",1,"1,7","1,1","1,1",1,1,1,"1,1",2020
Cantabria,Mediana,"1,5","1,9","1,8","1,4","2,6","1,1","2,6","1,6","2,2",1,"1,6",1,"1,5",2020
Cantabria,Media,"1,8",2,"1,8","1,6","2,4","1,5","2,7","2,4","2,5","1,2","1,8","1,1","1,9",2020
Cantabria,Cuartil_3,"2,2","2,2","2,2","1,8","3,1","1,8","3,7","3,8","3,9",1,"2,6",1,"2,4",2020
Cantabria,Maximo,"3,1","3,7","2,9","3,3",4,"3,1","4,5","4,9","4,9","3,6","3,6","2,6","4,9",2020
Segovia,Minimo,1,1,1,1,1,1,"1,1",1,1,1,1,1,1,2020
Segovia,Cuartil_1,1,"1,3","1,1",1,"1,1",1,"2,9","2,3",1,1,1,1,1,2020
Segovia,Mediana,"1,3","1,9","1,6",1,"1,9","1,4","3,6","3,7","1,8",1,1,1,"1,2",2020
Segovia,Media,"1,4","1,7","1,6","1,1","1,8","1,5","3,5","3,4","2,3",1,1,1,"1,8",2020
Segovia,Cuartil_3,"1,7",2,2,1,"2,2","1,9",4,"4,4","3,5",1,1,1,"2,1",2020
Segovia,Maximo,"2,1","2,9","2,6",2,"3,3","2,9",5,5,"4,6","1,9",1,1,5,2020
Sevilla,Minimo,1,1,1,1,1,1,"1,4",1,1,1,1,1,1,2020
Sevilla,Cuartil_1,1,1,1,1,1,"1,9","2,9",2,"1,1",1,1,1,1,2020
Sevilla,Mediana,1,"1,1","1,4",1,2,"2,1","3,5","2,9","1,5",1,1,1,"1,2",2020
Sevilla,Media,"1,1","1,4","1,5","1,1","1,8","2,3","3,4","2,9","2,1","1,4",1,1,"1,8",2020
Sevilla,Cuartil_3,"1,1","1,9",2,"1,1","2,2","2,8","4,1","3,8","2,8","1,5",1,1,"2,2",2020
Sevilla,Maximo,"1,4","2,1","2,6","1,4","2,8","4,3","4,9","4,6","4,9","3,9",1,1,"4,9",2020
Soria,Minimo,1,1,1,1,1,1,"1,3",1,1,1,1,1,1,2020
Soria,Cuartil_1,1,"1,3",1,1,"1,1",1,"2,8","3,2",1,1,1,1,1,2020
Soria,Mediana,"1,4","1,6","1,2",1,"1,6",1,"3,4","4,2","2,6",1,1,1,"1,1",2020
Soria,Media,"1,4","1,7","1,4","1,1","1,7","1,3","3,3","3,8","2,4","1,1",1,1,"1,8",2020
Soria,Cuartil_3,"1,8","2,2","1,6",1,"2,1","1,7",4,"4,5","3,8",1,1,1,"2,1",2020
Soria,Maximo,"2,1","2,9","2,1",2,"2,9","2,4",5,5,"4,8","2,2","1,1",1,5,2020
Tarragona,Minimo,1,1,1,1,1,1,"1,4",1,1,1,1,1,1,2020
Tarragona,Cuartil_1,1,"1,1",1,1,1,1,"2,5","2,2","1,5",1,1,1,1,2020
Tarragona,Mediana,1,"1,6","1,2",1,"1,5","1,4","3,2","3,5","1,9","1,3",1,1,"1,3",2020
Tarragona,Media,"1,1","1,7","1,6","1,1","1,6","1,6","3,1","3,1","2,1","1,7","1,1",1,"1,7",2020
Tarragona,Cuartil_3,"1,1",2,"2,2","1,2","2,1",2,"3,7","4,2","2,5",2,1,1,"2,2",2020
Tarragona,Maximo,"1,8","4,1","4,1","2,3","2,7","2,7","4,2","4,8","3,8","3,8","1,9","1,4","4,8",2020
Teruel,Minimo,1,"1,1",1,1,1,1,1,2,"1,1",1,1,1,1,2020
Teruel,Cuartil_1,1,"1,4",1,1,"1,1","1,1","2,2","3,8","2,4",1,1,1,1,2020
Teruel,Mediana,"1,6","1,8","1,2",1,"1,8","1,3",3,"4,1","3,1","1,3",1,1,"1,5",2020
Teruel,Media,"1,5","1,9","1,5","1,1","1,8","1,5",3,4,3,"1,6","1,1",1,"1,9",2020
Teruel,Cuartil_3,"1,8","2,3","1,7",1,"2,4","1,8","3,6","4,5","3,5",2,1,1,"2,4",2020
Teruel,Maximo,"2,4","3,3","3,2","2,1",3,"2,4","4,6","4,9","4,6","4,1","1,9",1,"4,9",2020
Toledo,Minimo,1,1,1,1,1,"1,1","2,2",1,1,1,1,1,1,2020
Toledo,Cuartil_1,1,1,1,1,1,"1,9",3,"1,9",1,1,1,1,1,2020
Toledo,Mediana,1,1,"1,4",1,"1,9","2,1","3,6",3,"1,2",1,1,1,"1,1",2020
Toledo,Media,"1,1","1,3","1,4","1,1","1,7","2,2","3,6","2,9","1,9","1,1",1,1,"1,7",2020
Toledo,Cuartil_3,"1,1",2,"1,8",1,2,"2,7","4,2","4,1","2,8",1,1,1,2,2020
Toledo,Maximo,"1,7","2,1","2,1","1,8","2,8","3,8","4,9","4,9","4,2","1,8",1,1,"4,9",2020
Valencia,Minimo,1,1,1,1,1,1,1,"1,1",1,1,1,1,1,2020
Valencia,Cuartil_1,1,1,1,1,"1,4","1,6",2,"2,2","1,5",1,1,1,1,2020
Valencia,Mediana,"1,1","1,2",1,1,2,"2,4","3,1","3,4","2,4","1,2",1,1,"1,4",2020
Valencia,Media,"1,2","1,6","1,8","1,1",2,"2,2","2,8","3,1","2,4","1,6",1,1,"1,8",2020
Valencia,Cuartil_3,"1,3",2,"2,5",1,"2,6","2,9","3,6",4,"3,1","1,7",1,1,"2,5",2020
Valencia,Maximo,"2,5","3,5","3,5","2,6","2,9","3,1","4,3","4,8","4,2","4,9","1,3","1,1","4,9",2020
Valladolid,Minimo,1,1,1,1,1,1,"1,2",1,1,1,1,1,1,2020
Valladolid,Cuartil_1,1,1,"1,4",1,"1,2",1,"2,8","1,3",1,1,1,1,1,2020
Valladolid,Mediana,1,"1,4","1,8",1,2,"1,3","3,7",3,"1,1",1,1,1,1,2020
Valladolid,Media,"1,1","1,5","1,7","1,1","1,8","1,5","3,5",3,"2,1","1,1",1,1,"1,7",2020
Valladolid,Cuartil_3,"1,1","1,8",2,1,"2,1",2,4,"4,5",3,1,1,1,2,2020
Valladolid,Maximo,"1,7","2,2","2,3","2,1","2,9","2,8",5,5,"4,4","3,3",1,1,5,2020
Bizkaia,Minimo,1,1,1,1,1,1,"1,1",1,1,1,1,1,1,2020
Bizkaia,Cuartil_1,1,"1,1",1,1,"1,4",1,"1,6",1,1,1,1,1,1,2020
Bizkaia,Mediana,"1,3","1,9","1,3","1,2","2,2","1,1",3,"2,1","2,4",1,"1,4",1,"1,2",2020
Bizkaia,Media,"1,5","1,8","1,6","1,5","2,3","1,6","2,9","2,7","2,7","1,1","1,7",1,"1,9",2020
Bizkaia,Cuartil_3,2,"2,2",2,"1,8","3,1","2,1","4,1","4,3",4,1,"2,2",1,"2,5",2020
Bizkaia,Maximo,"3,1","3,9","2,9","3,8","4,2","3,3",5,5,5,"2,5","3,5","1,9",5,2020
Zamora,Minimo,1,1,1,1,1,1,2,1,1,1,1,1,1,2020
Zamora,Cuartil_1,1,"1,1","1,4",1,"1,1","1,1","3,3","1,8",1,1,1,1,1,2020
Zamora,Mediana,"1,1","1,3","1,6",1,2,"1,3","3,7","3,1","1,3",1,1,1,"1,1",2020
Zamora,Media,"1,1","1,4","1,6","1,1","1,8","1,5","3,7","3,1","2,1","1,1",1,1,"1,7",2020
Zamora,Cuartil_3,"1,1","1,8",2,1,"2,1",2,4,4,"3,2",1,1,1,2,2020
Zamora,Maximo,"1,5","2,2","2,4","1,4",3,"2,9",5,5,"4,4",4,1,1,5,2020
Zaragoza,Minimo,1,1,1,1,1,1,"1,2","2,5",1,1,1,1,1,2020
Zaragoza,Cuartil_1,1,"1,2",1,1,1,1,"2,5","3,4","1,4",1,1,1,1,2020
Zaragoza,Mediana,"1,1","1,6","1,2","1,1","1,8","1,2","3,2",4,"2,7",1,1,1,"1,2",2020
Zaragoza,Media,"1,1","1,6","1,4","1,1","1,7","1,4","3,1","3,9","2,6","1,3",1,1,"1,8",2020
Zaragoza,Cuartil_3,"1,2","1,9","1,8","1,1","2,1","1,6","4,1","4,5","3,6","1,7",1,1,"2,2",2020
Zaragoza,Maximo,"1,4","2,6","2,2",2,3,"2,5","4,8","4,9","4,4",3,"1,2","1,1","4,9",2020
Araba,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Araba,Cuartil_1,1,1,1,1,1,1,"1,5","3,3",1,1,1,1,1,2021
Araba,Mediana,1,1,1,"2,2","1,1","1,2","3,4","4,1","1,1","1,4",1,1,1,2021
Araba,Media,1,"1,2","1,3","2,2","1,5","1,7","2,9","3,8","1,9","1,8",1,1,"1,8",2021
Araba,Cuartil_3,1,1,"1,1",3,"1,8","2,6","3,9","4,7","2,5","2,2",1,1,"2,5",2021
Araba,Maximo,1,3,"3,7","3,8","3,6","4,1","4,7","4,9",5,"3,6",1,"1,3",5,2021
Albacete,Minimo,1,1,1,1,1,1,"1,2",1,1,1,1,1,1,2021
Albacete,Cuartil_1,1,1,1,1,1,1,"2,8","2,3",1,1,1,1,1,2021
Albacete,Mediana,1,1,1,1,1,1,"3,5","3,2","1,1",1,1,1,1,2021
Albacete,Media,1,1,1,"1,1","1,4","1,6","3,5","3,2","1,5","1,1",1,1,"1,5",2021
Albacete,Cuartil_3,1,1,1,1,"1,3","1,8","4,5",4,"1,8","1,1",1,1,"1,3",2021
Albacete,Maximo,"1,3","1,2","1,5","1,6","3,3","3,9",5,5,"4,2",2,"1,2",1,5,2021
Alicante,Minimo,1,1,1,1,1,1,1,"1,1",1,1,1,1,1,2021
Alicante,Cuartil_1,1,1,1,1,1,1,"2,6","1,7",1,1,1,1,1,2021
Alicante,Mediana,1,1,1,1,1,"1,2",3,"2,9",1,1,1,1,1,2021
Alicante,Media,"1,3","1,2",1,1,"1,2","1,5",3,"2,8","1,5",1,1,1,"1,5",2021
Alicante,Cuartil_3,"1,2","1,2",1,1,"1,2","1,9","3,7","3,6","1,9",1,1,1,"1,5",2021
Alicante,Maximo,"3,2","3,1","1,2","1,2","2,8","3,6","4,5","4,4","3,1","1,1","1,1","1,3","4,5",2021
Almeria,Minimo,1,1,1,1,1,1,"1,1","1,6",1,1,1,1,1,2021
Almeria,Cuartil_1,1,1,1,1,1,1,"2,5","2,2","1,2",1,1,1,1,2021
Almeria,Mediana,1,1,1,1,"1,1","1,2","3,1",3,"1,6","1,2","1,1","1,1","1,1",2021
Almeria,Media,"1,1","1,1",1,1,"1,2","1,6","3,1",3,2,"1,3","1,2","1,2","1,6",2021
Almeria,Cuartil_3,"1,1","1,1",1,1,"1,3","2,1","3,8","3,7","2,4","1,4","1,2","1,2","1,7",2021
Almeria,Maximo,2,"1,3","1,6","1,2","2,3","3,1","4,9","4,4","4,2","2,3","2,4","1,8","4,9",2021
Avila,Minimo,1,1,1,1,1,1,1,"1,3",1,1,1,1,1,2021
Avila,Cuartil_1,1,1,1,1,1,1,"2,7",3,1,1,1,1,1,2021
Avila,Mediana,1,1,1,1,1,1,"3,5","3,9",1,1,1,1,1,2021
Avila,Media,1,1,"1,1","1,1",1,"1,4","3,3","3,6","1,4",1,1,1,"1,5",2021
Avila,Cuartil_3,1,1,1,1,1,"1,6","4,4","4,4","1,2",1,1,1,"1,1",2021
Avila,Maximo,1,1,"2,3","1,7","1,5","3,2",5,5,4,1,"1,1",1,5,2021
Badajoz,Minimo,1,1,1,1,1,1,"1,5",1,1,1,1,1,1,2021
Badajoz,Cuartil_1,1,1,1,1,1,1,"2,6","2,1",1,1,1,1,1,2021
Badajoz,Mediana,1,1,1,1,1,"1,5","3,3","3,3",1,1,1,1,1,2021
Badajoz,Media,1,1,"1,1","1,1","1,2","1,9","3,4","3,1","1,5",1,1,1,"1,5",2021
Badajoz,Cuartil_3,1,1,1,1,1,"2,7","4,3","4,3","1,1",1,1,1,"1,2",2021
Badajoz,Maximo,1,1,"3,1","1,5",3,"4,6",5,5,"4,3",1,1,1,5,2021
Illes Balears,Minimo,1,1,1,1,1,1,"1,2","1,2",1,1,1,1,1,2021
Illes Balears,Cuartil_1,1,1,1,1,1,1,2,2,1,1,1,1,1,2021
Illes Balears,Mediana,1,1,1,1,1,"1,2","2,3","2,7","1,1",1,1,1,1,2021
Illes Balears,Media,1,"1,2","1,1","1,2","1,2","1,4","2,6","2,7","1,4","1,1",1,1,"1,4",2021
Illes Balears,Cuartil_3,1,1,"1,2","1,2","1,2","1,7","3,3","3,4","1,3","1,1",1,1,"1,5",2021
Illes Balears,Maximo,"1,4","2,8","1,7","3,1","1,9","2,7","4,3","4,6","3,6","1,4",1,"1,1","4,6",2021
Barcelona,Minimo,1,1,1,1,1,1,2,1,1,1,1,1,1,2021
Barcelona,Cuartil_1,1,1,1,1,"1,1","1,6","3,4","1,7",1,1,1,1,1,2021
Barcelona,Mediana,1,1,"1,1",1,"1,3","2,5","3,8","3,1","1,1","1,2",1,1,"1,1",2021
Barcelona,Media,1,"1,1","1,4","1,6","1,6","2,6","3,8","2,9","1,4","1,2","1,1","1,1","1,7",2021
Barcelona,Cuartil_3,1,1,"1,5","1,9","1,9","3,3","4,4","3,7","1,7","1,3",1,"1,1","2,1",2021
Barcelona,Maximo,"1,4","1,6","2,8","3,5",3,"4,8",5,"4,8",3,"1,7","1,8","1,6",5,2021
Burgos,Minimo,1,1,1,1,1,1,1,"1,1",1,1,1,1,1,2021
Burgos,Cuartil_1,1,1,1,1,1,1,"1,7","3,5",1,1,1,1,1,2021
Burgos,Mediana,1,1,1,"1,2",1,"1,1","3,1",4,1,"1,1",1,1,1,2021
Burgos,Media,1,"1,1","1,2","1,4","1,2","1,3","2,9","3,7","1,8","1,3",1,1,"1,6",2021
Burgos,Cuartil_3,1,1,"1,1","1,8","1,2","1,6","3,7","4,4","2,4","1,4",1,1,"1,6",2021
Burgos,Maximo,"1,1","2,3","3,1","2,5","2,4","2,7","4,9","4,9","4,9","2,4",1,"1,1","4,9",2021
Caceres,Minimo,1,1,1,1,1,1,"1,1","1,4",1,1,1,1,1,2021
Caceres,Cuartil_1,1,1,1,1,1,1,"2,5","2,7",1,1,1,1,1,2021
Caceres,Mediana,1,1,1,1,1,"1,1","3,3","3,7",1,1,1,1,1,2021
Caceres,Media,1,1,"1,1",1,"1,1","1,6","3,2","3,5","1,3",1,1,1,"1,5",2021
Caceres,Cuartil_3,1,1,1,1,1,"1,8","4,1","4,4","1,1",1,1,1,"1,2",2021
Caceres,Maximo,1,1,"2,5","1,3","2,4","4,2","4,9",5,"4,3",1,1,1,5,2021
Cadiz,Minimo,1,1,1,1,1,1,"1,5",1,1,1,1,1,1,2021
Cadiz,Cuartil_1,1,1,1,1,1,1,"2,5","1,6",1,1,1,1,1,2021
Cadiz,Mediana,1,1,1,1,1,"1,3",3,"2,4",1,1,1,1,1,2021
Cadiz,Media,1,1,"1,2",1,"1,3","1,6","3,1","2,3","1,7","1,3","1,1",1,"1,5",2021
Cadiz,Cuartil_3,1,1,1,1,"1,2","2,2","3,9","2,9","2,1","1,5",1,1,"1,6",2021
Cadiz,Maximo,1,1,"3,5","1,4","3,3","3,5","4,7","4,1","4,5","3,2","2,4","1,5","4,7",2021
Castellon,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Castellon,Cuartil_1,1,1,1,1,1,1,"1,3","1,1",1,1,1,1,1,2021
Castellon,Mediana,1,1,1,1,1,1,"2,4","1,8",1,1,1,1,1,2021
Castellon,Media,1,"1,1",1,"1,1",1,"1,3","2,3","1,9",1,1,"1,1",1,"1,2",2021
Castellon,Cuartil_3,1,1,1,1,"1,1","1,4","3,1","2,3",1,1,1,1,"1,1",2021
Castellon,Maximo,"1,3","2,6","1,3","1,8","1,3","3,3","4,5","4,3","1,1","1,1","1,8","1,1","4,5",2021
Ciudad Real,Minimo,1,1,1,1,1,1,"1,8",1,1,1,1,1,1,2021
Ciudad Real,Cuartil_1,1,1,1,1,1,1,"2,9","2,2",1,1,1,1,1,2021
Ciudad Real,Mediana,1,1,1,1,1,"1,3","4,1","3,6",1,1,1,1,1,2021
Ciudad Real,Media,1,1,"1,1","1,1","1,2",2,"3,8","3,3","1,5",1,1,1,"1,6",2021
Ciudad Real,Cuartil_3,1,1,1,1,"1,1","3,1","4,8","4,3","1,6",1,1,1,"1,4",2021
Ciudad Real,Maximo,1,1,"2,2","1,9","2,9","4,3",5,5,"4,3","1,3",1,1,5,2021
Cordoba,Minimo,1,1,1,1,1,1,"2,3","1,1",1,1,1,1,1,2021
Cordoba,Cuartil_1,1,1,1,1,1,1,"3,1",2,1,1,1,1,1,2021
Cordoba,Mediana,1,1,1,1,1,"1,4","3,7","2,8",1,1,1,1,1,2021
Cordoba,Media,1,1,"1,1","1,1","1,1",2,"3,8",3,"1,6",1,1,1,"1,6",2021
Cordoba,Cuartil_3,1,1,1,1,"1,1","2,9","4,5",4,"1,5",1,1,1,"1,3",2021
Cordoba,Maximo,1,1,"2,6","2,1","2,8","4,1",5,5,"4,7","1,3",1,1,5,2021
A Coruña,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
A Coruña,Cuartil_1,1,1,1,1,1,1,1,"1,1",1,1,1,1,1,2021
A Coruña,Mediana,1,1,"1,3","1,2",1,1,1,"2,1",1,1,1,1,1,2021
A Coruña,Media,1,1,"1,6","1,8","1,1","1,7","1,2","2,1","1,4","1,2","1,2",1,"1,4",2021
A Coruña,Cuartil_3,1,1,2,"2,7","1,1","2,3","1,3","2,8","1,1","1,2","1,4",1,"1,4",2021
A Coruña,Maximo,"1,4","1,7",3,"3,6","2,6",4,"2,3","4,1","4,6",2,2,"1,3","4,6",2021
Cuenca,Minimo,1,1,1,1,1,1,"1,1","1,1",1,1,1,1,1,2021
Cuenca,Cuartil_1,1,1,1,1,1,1,"2,3","2,4",1,1,1,1,1,2021
Cuenca,Mediana,1,1,1,1,1,1,"3,5","3,1",1,1,1,1,1,2021
Cuenca,Media,1,1,"1,1","1,1","1,1","1,3","3,3","3,2","1,1",1,1,1,"1,4",2021
Cuenca,Cuartil_3,1,1,1,1,1,"1,5","4,2","4,1","1,1",1,1,1,"1,1",2021
Cuenca,Maximo,1,1,2,"2,1","1,9","3,1",5,5,"2,3","1,2",1,1,5,2021
Girona,Minimo,1,1,1,1,1,1,"1,8",1,1,1,1,1,1,2021
Girona,Cuartil_1,1,1,1,1,1,"1,5","2,4","1,8","1,1","1,4",1,1,1,2021
Girona,Mediana,1,1,"1,2","1,3",1,2,"3,2",3,"1,2","1,9",1,1,"1,2",2021
Girona,Media,1,1,"1,3","1,7","1,1","2,3","3,2","2,8","1,6",2,"1,2","1,1","1,7",2021
Girona,Cuartil_3,1,"1,1","1,5","2,4","1,1","3,1",4,"3,8",2,"2,4",1,"1,2","2,1",2021
Girona,Maximo,"1,2","1,4","2,4","3,2","1,6","4,2","4,9","4,6","3,4","3,6","2,8","1,5","4,9",2021
Granada,Minimo,1,1,1,1,1,1,"2,5","1,7",1,1,1,1,1,2021
Granada,Cuartil_1,1,1,1,1,1,1,"3,5",3,"1,1",1,1,1,1,2021
Granada,Mediana,1,1,1,1,1,"1,4","4,1","3,9","1,8","1,2","1,1","1,1","1,1",2021
Granada,Media,1,1,"1,1","1,1","1,3","1,8","4,1","3,7","2,1","1,3","1,2","1,1","1,7",2021
Granada,Cuartil_3,1,1,1,1,"1,4","2,6","4,7","4,3","2,8","1,4","1,2","1,2",2,2021
Granada,Maximo,"1,1","1,1","2,1","1,6","2,8","3,5",5,"4,9","4,8","2,7","1,8","1,3",5,2021
Guadalajara,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Guadalajara,Cuartil_1,1,1,1,1,1,1,"2,9","2,8",1,1,1,1,1,2021
Guadalajara,Mediana,1,1,1,1,1,1,"3,6","3,4",1,1,1,1,1,2021
Guadalajara,Media,1,1,"1,2","1,2",1,"1,2","3,3","3,4","1,2",1,1,1,"1,5",2021
Guadalajara,Cuartil_3,1,1,1,1,1,"1,2","4,1","4,3","1,1",1,1,1,"1,1",2021
Guadalajara,Maximo,1,"1,3","2,4","2,6","2,1","3,2",5,5,"2,2","1,4",1,1,5,2021
Gipuzkoa,Minimo,1,1,1,1,1,1,1,1,1,1,1,1,1,2021
Gipuzkoa,Cuartil_1,1,1,1,"1,4",1,1,1,"1,3",1,1,1,1,1,2021
Gipuzkoa,Mediana,1,1,1,"3,1",1,1,"1,6","2,6","1,1","1,1",1,1,1,2021
Gipuzkoa,Media,1,"1,5","1,6",3,"1,4","1,8","1,7","2,5","1,9","1,9",1,"1,3","1,7",2021
Gipuzkoa,Cuartil_3,1,"1,4","1,8","4,1","1,4","2,6","2,5","3,3","2,6","2,7",1,"1,4","2,1",2021
Gipuzkoa,Maximo,2,"4,4","4,9",5,"4,1","4,6","3,2","4,5",5,"4,5","1,3","2,7",5,2021
Huelva,Minimo,1,1,1,1,1,1,"1,4",1,1,1,1,1,1,2021
Huelva,Cuartil_1,1,1,1,1,1,1,"2,6","1,6",1,1,1,1,1,2021
Huelva,Mediana,1,1,1,1,1,"1,3","3,5","2,9",1,1,1,1,1,2021
Huelva,Media,1,1,"1,1",1,"1,3","1,7","3,3","2,8","1,6",1,1,1,"1,5",2021
Huelva,Cuartil_3,1,1,1,1,"1,2","2,2","4,3","3,7","1,9",1,1,1,"1,3",2021
Huelva,Maximo,1,1,"2,4","1,1","4,1","4,1",5,5,"4,3","1,4","1,4",1,5,2021
Huesca,Minimo,1,1,1,1,1,1,"1,2","1,1",1,1,1,1,1,2021
Huesca,Cuartil_1,1,1,1,1,1,1,"2,9",3,1,"1,2",1,1,1,2021
Huesca,Mediana,1,1,"1,3","1,2","1,2","1,3","3,5","3,5","1,1","1,8","1,3",1,"1,2",2021
Huesca,Media,1,1,"1,6","1,8","1,5","1,6","3,4","3,5","1,3","1,7","1,3","1,1","1,7",2021
Huesca,Cuartil_3,1,1,2,"2,6",2,"1,9","4,1","4,5","1,3","2,1","1,7","1,1","2,2",2021
Huesca,Maximo,1,"1,9","3,4","4,2","2,7","4,3",5,"4,9","2,8","2,4","2,2","1,2",5,2021
Jaen,Minimo,1,1,1,1,1,1,"2,2","1,2",1,1,1,1,1,2021
Jaen,Cuartil_1,1,1,1,1,1,1,"3,6","2,9",1,1,1,1,1,2021
