Provincia,Niveles,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Anual,year
Huesca,Alto,"  0,00","  0,00","  0,00"," 13,33"," 22,58"," 16,67"," 16,13"," 32,26"," 16,67","  6,45","  0,00","  0,00"," 10,41",2022
Huesca,Muy_Alto,"  0,00","  0,00","  0,00","  3,33"," 22,58"," 23,33"," 25,81"," 38,71"," 16,67","  0,00","  0,00","  0,00"," 10,96",2022
Huesca,Extremo,"  0,00","  0,00","  0,00","  0,00","  6,45"," 33,33"," 35,48"," 12,90","  0,00","  0,00","  0,00","  0,00","  7,40",2022
Jaen,Bajo,"100,00","100,00","100,00","100,00"," 64,52"," 16,67","  0,00","  3,23"," 50,00"," 51,61"," 83,33","100,00"," 63,84",2022
Jaen,Moderado,"  0,00","  0,00","  0,00","  0,00"," 12,90"," 13,33","  0,00","  0,00"," 13,33"," 32,26"," 16,67","  0,00","  7,40",2022
Jaen,Alto,"  0,00","  0,00","  0,00","  0,00"," 19,35"," 23,33"," 12,90"," 29,03"," 23,33"," 16,13","  0,00","  0,00"," 10,41",2022
Jaen,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  3,23"," 16,67"," 45,16"," 64,52"," 13,33","  0,00","  0,00","  0,00"," 12,05",2022
Jaen,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 30,00"," 41,94","  3,23","  0,00","  0,00","  0,00","  0,00","  6,30",2022
Leon,Bajo," 87,10"," 71,43","100,00"," 90,00"," 29,03"," 43,33","  3,23","  3,23"," 30,00"," 67,74","100,00","100,00"," 60,27",2022
Leon,Moderado," 12,90"," 28,57","  0,00"," 10,00"," 45,16"," 33,33"," 19,35","  6,45"," 23,33"," 19,35","  0,00","  0,00"," 16,44",2022
Leon,Alto,"  0,00","  0,00","  0,00","  0,00"," 12,90"," 10,00","  6,45"," 19,35"," 30,00"," 12,90","  0,00","  0,00","  7,67",2022
Leon,Muy_Alto,"  0,00","  0,00","  0,00","  0,00"," 12,90"," 13,33"," 38,71"," 54,84","  6,67","  0,00","  0,00","  0,00"," 10,68",2022
Leon,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00","  0,00"," 32,26"," 16,13"," 10,00","  0,00","  0,00","  0,00","  4,93",2022
Lleida,Bajo," 54,84"," 39,29"," 87,10"," 66,67"," 32,26"," 10,00"," 12,90","  9,68"," 33,33"," 48,39"," 70,00","100,00"," 47,12",2022
Lleida,Moderado," 45,16"," 57,14"," 12,90"," 20,00"," 19,35"," 10,00","  9,68"," 12,90"," 36,67"," 48,39"," 30,00","  0,00"," 24,93",2022
Lleida,Alto,"  0,00","  3,57","  0,00"," 13,33"," 22,58","  6,67","  9,68"," 29,03"," 23,33","  3,23","  0,00","  0,00","  9,32",2022
Lleida,Muy_Alto,"  0,00","  0,00","  0,00","  0,00"," 12,90"," 40,00"," 29,03"," 38,71","  6,67","  0,00","  0,00","  0,00"," 10,68",2022
Lleida,Extremo,"  0,00","  0,00","  0,00","  0,00"," 12,90"," 33,33"," 38,71","  9,68","  0,00","  0,00","  0,00","  0,00","  7,95",2022
La Rioja,Bajo," 87,10"," 82,14"," 96,77"," 80,00"," 51,61"," 16,67","  3,23","  0,00"," 10,00"," 25,81"," 70,00","100,00"," 51,78",2022
La Rioja,Moderado," 12,90"," 17,86","  3,23"," 20,00"," 19,35"," 10,00","  9,68","  6,45","  3,33"," 29,03"," 20,00","  0,00"," 12,60",2022
La Rioja,Alto,"  0,00","  0,00","  0,00","  0,00","  9,68"," 30,00","  9,68","  9,68"," 20,00"," 12,90"," 10,00","  0,00","  8,49",2022
La Rioja,Muy_Alto,"  0,00","  0,00","  0,00","  0,00"," 16,13"," 23,33","  9,68"," 38,71"," 23,33"," 25,81","  0,00","  0,00"," 11,51",2022
La Rioja,Extremo,"  0,00","  0,00","  0,00","  0,00","  3,23"," 20,00"," 67,74"," 45,16"," 43,33","  6,45","  0,00","  0,00"," 15,62",2022
Lugo,Bajo," 90,32"," 89,29"," 96,77"," 86,67"," 48,39"," 83,33"," 12,90","  9,68"," 33,33"," 74,19"," 96,67","100,00"," 68,22",2022
Lugo,Moderado,"  9,68"," 10,71","  3,23"," 10,00"," 38,71"," 16,67"," 12,90","  9,68"," 30,00"," 16,13","  3,33","  0,00"," 13,42",2022
Lugo,Alto,"  0,00","  0,00","  0,00","  3,33"," 12,90","  0,00"," 35,48"," 22,58"," 26,67","  9,68","  0,00","  0,00","  9,32",2022
Lugo,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  0,00","  0,00"," 32,26"," 51,61"," 10,00","  0,00","  0,00","  0,00","  7,95",2022
Lugo,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00","  0,00","  6,45","  6,45","  0,00","  0,00","  0,00","  0,00","  1,10",2022
Madrid,Bajo,"100,00","100,00","100,00","100,00"," 90,32","  6,67","  0,00","  9,68"," 63,33"," 96,77","100,00","100,00"," 72,05",2022
Madrid,Moderado,"  0,00","  0,00","  0,00","  0,00","  9,68"," 23,33","  9,68","  9,68","  6,67","  0,00","  0,00","  0,00","  4,93",2022
Madrid,Alto,"  0,00","  0,00","  0,00","  0,00","  0,00"," 33,33"," 16,13"," 29,03"," 13,33","  3,23","  0,00","  0,00","  7,95",2022
Madrid,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  0,00"," 26,67"," 38,71"," 45,16"," 16,67","  0,00","  0,00","  0,00"," 10,68",2022
Madrid,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 10,00"," 35,48","  6,45","  0,00","  0,00","  0,00","  0,00","  4,38",2022
Malaga,Bajo,"100,00"," 96,43","100,00","100,00"," 67,74","  0,00","  3,23","  0,00"," 30,00"," 48,39"," 56,67","100,00"," 58,36",2022
Malaga,Moderado,"  0,00","  3,57","  0,00","  0,00"," 25,81"," 40,00"," 12,90"," 22,58"," 20,00"," 29,03"," 40,00","  0,00"," 16,16",2022
Malaga,Alto,"  0,00","  0,00","  0,00","  0,00","  6,45"," 20,00"," 32,26"," 25,81"," 33,33"," 12,90","  3,33","  0,00"," 11,23",2022
Malaga,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  0,00"," 33,33"," 35,48"," 35,48"," 16,67","  9,68","  0,00","  0,00"," 10,96",2022
Malaga,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00","  6,67"," 16,13"," 16,13","  0,00","  0,00","  0,00","  0,00","  3,29",2022
Murcia,Bajo," 93,55"," 89,29","100,00","100,00"," 64,52","  3,33","  3,23","  3,23"," 50,00"," 87,10"," 66,67","100,00"," 63,29",2022
Murcia,Moderado,"  6,45"," 10,71","  0,00","  0,00"," 19,35"," 20,00","  9,68","  9,68"," 13,33"," 12,90"," 30,00","  0,00"," 10,96",2022
Murcia,Alto,"  0,00","  0,00","  0,00","  0,00"," 12,90"," 33,33"," 32,26"," 29,03"," 30,00","  0,00","  3,33","  0,00"," 11,78",2022
Murcia,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  3,23"," 20,00"," 25,81"," 29,03","  6,67","  0,00","  0,00","  0,00","  7,12",2022
Murcia,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 23,33"," 29,03"," 29,03","  0,00","  0,00","  0,00","  0,00","  6,85",2022
Navarra,Bajo," 93,55"," 92,86"," 87,10"," 76,67"," 22,58"," 10,00","  6,45","  0,00","  6,67"," 22,58"," 83,33"," 96,77"," 49,59",2022
Navarra,Moderado,"  6,45","  7,14"," 12,90"," 16,67"," 22,58"," 23,33","  9,68","  6,45"," 13,33"," 29,03"," 16,67","  3,23"," 13,97",2022
Navarra,Alto,"  0,00","  0,00","  0,00","  3,33"," 32,26"," 30,00"," 29,03"," 19,35"," 36,67"," 25,81","  0,00","  0,00"," 14,79",2022
Navarra,Muy_Alto,"  0,00","  0,00","  0,00","  3,33","  9,68"," 16,67"," 29,03"," 58,06"," 23,33"," 22,58","  0,00","  0,00"," 13,70",2022
Navarra,Extremo,"  0,00","  0,00","  0,00","  0,00"," 12,90"," 20,00"," 25,81"," 16,13"," 20,00","  0,00","  0,00","  0,00","  7,95",2022
Ourense,Bajo," 87,10"," 85,71","100,00"," 96,67"," 54,84"," 80,00"," 19,35","  9,68"," 40,00"," 74,19","100,00","100,00"," 70,41",2022
Ourense,Moderado," 12,90"," 14,29","  0,00","  3,33"," 38,71"," 10,00","  6,45","  6,45"," 33,33"," 22,58","  0,00","  0,00"," 12,33",2022
Ourense,Alto,"  0,00","  0,00","  0,00","  0,00","  6,45"," 10,00","  9,68","  6,45"," 16,67","  3,23","  0,00","  0,00","  4,38",2022
Ourense,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  0,00","  0,00"," 41,94"," 58,06"," 10,00","  0,00","  0,00","  0,00","  9,32",2022
Ourense,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00","  0,00"," 22,58"," 19,35","  0,00","  0,00","  0,00","  0,00","  3,56",2022
Asturias,Bajo," 58,06"," 57,14"," 74,19"," 80,00"," 32,26"," 83,33"," 29,03"," 25,81"," 43,33"," 51,61"," 83,33"," 90,32"," 58,90",2022
Asturias,Moderado," 32,26"," 35,71"," 25,81"," 16,67"," 35,48","  3,33"," 12,90"," 19,35"," 16,67"," 38,71"," 10,00","  9,68"," 21,37",2022
Asturias,Alto,"  6,45","  7,14","  0,00","  0,00"," 19,35","  6,67"," 12,90"," 29,03","  3,33","  6,45","  3,33","  0,00","  7,95",2022
Asturias,Muy_Alto,"  3,23","  0,00","  0,00","  3,33"," 12,90","  6,67"," 29,03"," 25,81"," 36,67","  3,23","  3,33","  0,00"," 10,41",2022
Asturias,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00","  0,00"," 16,13","  0,00","  0,00","  0,00","  0,00","  0,00","  1,37",2022
Palencia,Bajo,"100,00"," 96,43","100,00"," 86,67"," 51,61"," 20,00","  0,00","  3,23"," 30,00"," 58,06","100,00","100,00"," 61,92",2022
Palencia,Moderado,"  0,00","  3,57","  0,00"," 10,00"," 25,81"," 40,00","  3,23","  6,45"," 13,33"," 22,58","  0,00","  0,00"," 10,41",2022
Palencia,Alto,"  0,00","  0,00","  0,00","  3,33"," 12,90"," 10,00"," 22,58"," 22,58"," 30,00"," 12,90","  0,00","  0,00","  9,59",2022
Palencia,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  9,68"," 20,00"," 48,39"," 48,39"," 13,33","  6,45","  0,00","  0,00"," 12,33",2022
Palencia,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 10,00"," 25,81"," 19,35"," 13,33","  0,00","  0,00","  0,00","  5,75",2022
Las Palmas,Bajo," 64,52"," 71,43"," 77,42"," 63,33"," 51,61"," 20,00","  3,23","  6,45"," 70,00","100,00"," 76,67"," 83,87"," 57,26",2022
Las Palmas,Moderado," 19,35"," 17,86"," 16,13"," 23,33"," 35,48"," 30,00"," 58,06"," 61,29"," 16,67","  0,00","  3,33","  9,68"," 24,38",2022
Las Palmas,Alto,"  9,68","  3,57","  6,45"," 10,00"," 12,90"," 46,67"," 29,03"," 29,03"," 13,33","  0,00"," 20,00","  3,23"," 15,34",2022
Las Palmas,Muy_Alto,"  6,45","  7,14","  0,00","  3,33","  0,00","  3,33","  3,23","  3,23","  0,00","  0,00","  0,00","  3,23","  2,47",2022
Las Palmas,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00","  0,00","  6,45","  0,00","  0,00","  0,00","  0,00","  0,00","  0,55",2022
Pontevedra,Bajo," 90,32"," 82,14"," 96,77"," 80,00"," 45,16","100,00"," 19,35","  9,68"," 60,00"," 87,10","100,00","100,00"," 72,33",2022
Pontevedra,Moderado,"  9,68"," 17,86","  3,23"," 20,00"," 41,94","  0,00"," 12,90","  3,23"," 23,33"," 12,90","  0,00","  0,00"," 12,05",2022
Pontevedra,Alto,"  0,00","  0,00","  0,00","  0,00"," 12,90","  0,00"," 29,03"," 38,71"," 16,67","  0,00","  0,00","  0,00","  8,22",2022
Pontevedra,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  0,00","  0,00"," 38,71"," 45,16","  0,00","  0,00","  0,00","  0,00","  7,12",2022
Pontevedra,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00","  0,00","  0,00","  3,23","  0,00","  0,00","  0,00","  0,00","  0,27",2022
Salamanca,Bajo,"100,00"," 75,00","100,00","100,00"," 51,61"," 33,33","  3,23","  0,00"," 56,67"," 90,32","100,00","100,00"," 67,40",2022
Salamanca,Moderado,"  0,00"," 25,00","  0,00","  0,00"," 29,03"," 30,00","  6,45"," 16,13"," 23,33","  6,45","  0,00","  0,00"," 11,23",2022
Salamanca,Alto,"  0,00","  0,00","  0,00","  0,00"," 19,35"," 10,00"," 19,35"," 12,90"," 10,00","  3,23","  0,00","  0,00","  6,30",2022
Salamanca,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  0,00"," 16,67"," 38,71"," 41,94"," 10,00","  0,00","  0,00","  0,00","  9,04",2022
Salamanca,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 10,00"," 32,26"," 29,03","  0,00","  0,00","  0,00","  0,00","  6,03",2022
Santa Cruz de Tenerife,Bajo," 74,19","100,00","100,00"," 90,00"," 61,29"," 10,00","  0,00","  6,45"," 90,00","100,00"," 76,67","100,00"," 67,12",2022
Santa Cruz de Tenerife,Moderado," 25,81","  0,00","  0,00"," 10,00"," 38,71"," 63,33"," 16,13"," 32,26"," 10,00","  0,00"," 23,33","  0,00"," 18,36",2022
Santa Cruz de Tenerife,Alto,"  0,00","  0,00","  0,00","  0,00","  0,00"," 26,67"," 48,39"," 35,48","  0,00","  0,00","  0,00","  0,00","  9,32",2022
Santa Cruz de Tenerife,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  0,00","  0,00"," 29,03"," 25,81","  0,00","  0,00","  0,00","  0,00","  4,66",2022
Santa Cruz de Tenerife,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00","  0,00","  6,45","  0,00","  0,00","  0,00","  0,00","  0,00","  0,55",2022
Cantabria,Bajo," 61,29"," 75,00"," 70,97"," 70,00"," 45,16"," 76,67"," 25,81"," 22,58"," 40,00"," 41,94"," 80,00"," 83,87"," 57,53",2022
Cantabria,Moderado," 32,26"," 25,00"," 22,58"," 10,00"," 16,13","  0,00"," 19,35"," 16,13","  6,67"," 12,90"," 10,00"," 16,13"," 15,62",2022
Cantabria,Alto,"  3,23","  0,00","  6,45"," 16,67"," 19,35"," 13,33","  6,45"," 16,13"," 20,00"," 19,35","  3,33","  0,00"," 10,41",2022
Cantabria,Muy_Alto,"  3,23","  0,00","  0,00","  3,33"," 19,35","  0,00"," 22,58"," 25,81"," 20,00"," 19,35","  6,67","  0,00"," 10,14",2022
Cantabria,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 10,00"," 25,81"," 19,35"," 13,33","  6,45","  0,00","  0,00","  6,30",2022
Segovia,Bajo,"100,00"," 92,86","100,00"," 96,67"," 74,19"," 26,67","  0,00","  3,23"," 43,33"," 61,29","100,00","100,00"," 66,30",2022
Segovia,Moderado,"  0,00","  7,14","  0,00","  3,33"," 19,35"," 23,33","  3,23"," 16,13"," 23,33"," 25,81","  0,00","  0,00"," 10,14",2022
Segovia,Alto,"  0,00","  0,00","  0,00","  0,00","  3,23"," 20,00"," 12,90"," 12,90"," 16,67"," 12,90","  0,00","  0,00","  6,58",2022
Segovia,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  3,23"," 20,00"," 45,16"," 35,48"," 16,67","  0,00","  0,00","  0,00"," 10,14",2022
Segovia,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 10,00"," 38,71"," 32,26","  0,00","  0,00","  0,00","  0,00","  6,85",2022
Sevilla,Bajo,"100,00"," 92,86","100,00","100,00"," 58,06","  6,67","  6,45"," 16,13"," 43,33"," 64,52","100,00","100,00"," 65,48",2022
Sevilla,Moderado,"  0,00","  7,14","  0,00","  0,00"," 12,90"," 33,33","  9,68"," 12,90"," 43,33"," 29,03","  0,00","  0,00"," 12,33",2022
Sevilla,Alto,"  0,00","  0,00","  0,00","  0,00","  9,68"," 16,67"," 12,90"," 48,39"," 10,00","  3,23","  0,00","  0,00","  8,49",2022
Sevilla,Muy_Alto,"  0,00","  0,00","  0,00","  0,00"," 16,13"," 20,00"," 19,35"," 19,35","  3,33","  3,23","  0,00","  0,00","  6,85",2022
Sevilla,Extremo,"  0,00","  0,00","  0,00","  0,00","  3,23"," 23,33"," 51,61","  3,23","  0,00","  0,00","  0,00","  0,00","  6,85",2022
Soria,Bajo," 96,77"," 82,14","100,00"," 86,67"," 64,52","  3,33","  3,23","  6,45"," 16,67"," 38,71","100,00","100,00"," 58,08",2022
Soria,Moderado,"  3,23"," 17,86","  0,00"," 13,33","  6,45"," 23,33","  6,45"," 16,13"," 23,33"," 32,26","  0,00","  0,00"," 11,78",2022
Soria,Alto,"  0,00","  0,00","  0,00","  0,00"," 19,35"," 23,33"," 12,90"," 16,13"," 26,67"," 16,13","  0,00","  0,00","  9,59",2022
Soria,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  6,45"," 33,33"," 41,94"," 41,94"," 23,33","  9,68","  0,00","  0,00"," 13,15",2022
Soria,Extremo,"  0,00","  0,00","  0,00","  0,00","  3,23"," 16,67"," 35,48"," 19,35"," 10,00","  3,23","  0,00","  0,00","  7,40",2022
Tarragona,Bajo," 90,32"," 64,29","100,00"," 90,00"," 54,84"," 20,00"," 19,35","  9,68"," 60,00"," 83,87"," 63,33","100,00"," 63,01",2022
Tarragona,Moderado,"  6,45"," 28,57","  0,00","  6,67"," 35,48"," 26,67"," 22,58"," 19,35"," 26,67"," 16,13"," 33,33","  0,00"," 18,36",2022
Tarragona,Alto,"  3,23","  7,14","  0,00","  3,33","  6,45"," 16,67"," 35,48"," 58,06","  3,33","  0,00","  0,00","  0,00"," 11,23",2022
Tarragona,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  3,23"," 33,33"," 22,58","  9,68"," 10,00","  0,00","  3,33","  0,00","  6,85",2022
Tarragona,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00","  3,33","  0,00","  3,23","  0,00","  0,00","  0,00","  0,00","  0,55",2022
Teruel,Bajo," 87,10"," 50,00","100,00"," 90,00"," 58,06","  3,33","  9,68","  9,68"," 46,67"," 41,94"," 76,67","100,00"," 56,16",2022
Teruel,Moderado,"  9,68"," 46,43","  0,00"," 10,00"," 19,35"," 13,33"," 12,90","  6,45"," 20,00"," 29,03"," 13,33","  0,00"," 14,79",2022
Teruel,Alto,"  3,23","  3,57","  0,00","  0,00","  9,68"," 20,00"," 16,13"," 16,13","  6,67"," 29,03"," 10,00","  0,00","  9,59",2022
Teruel,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  9,68"," 26,67"," 35,48"," 41,94"," 23,33","  0,00","  0,00","  0,00"," 11,51",2022
Teruel,Extremo,"  0,00","  0,00","  0,00","  0,00","  3,23"," 36,67"," 25,81"," 25,81","  3,33","  0,00","  0,00","  0,00","  7,95",2022
Toledo,Bajo,"100,00","100,00","100,00","100,00"," 61,29","  3,33","  0,00","  3,23"," 50,00"," 83,87","100,00","100,00"," 66,58",2022
Toledo,Moderado,"  0,00","  0,00","  0,00","  0,00"," 25,81"," 30,00","  0,00"," 19,35"," 16,67"," 16,13","  0,00","  0,00","  9,04",2022
Toledo,Alto,"  0,00","  0,00","  0,00","  0,00","  9,68"," 20,00"," 22,58"," 29,03"," 26,67","  0,00","  0,00","  0,00","  9,04",2022
Toledo,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  3,23"," 33,33"," 29,03"," 45,16","  6,67","  0,00","  0,00","  0,00","  9,86",2022
Toledo,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 13,33"," 48,39","  3,23","  0,00","  0,00","  0,00","  0,00","  5,48",2022
Valencia,Bajo," 83,87"," 64,29","100,00","100,00"," 87,10"," 16,67"," 16,13","  9,68"," 56,67"," 96,77"," 76,67","100,00"," 67,40",2022
Valencia,Moderado," 12,90"," 35,71","  0,00","  0,00"," 12,90"," 33,33"," 22,58","  6,45","  3,33","  3,23"," 13,33","  0,00"," 11,78",2022
Valencia,Alto,"  3,23","  0,00","  0,00","  0,00","  0,00"," 40,00"," 19,35"," 16,13"," 16,67","  0,00","  6,67","  0,00","  8,49",2022
Valencia,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  0,00","  6,67"," 19,35"," 38,71"," 16,67","  0,00","  3,33","  0,00","  7,12",2022
Valencia,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00","  3,33"," 22,58"," 29,03","  6,67","  0,00","  0,00","  0,00","  5,21",2022
Valladolid,Bajo,"100,00","100,00","100,00"," 96,67"," 35,48"," 16,67","  0,00","  3,23"," 43,33"," 77,42","100,00","100,00"," 64,11",2022
Valladolid,Moderado,"  0,00","  0,00","  0,00","  0,00"," 35,48"," 33,33","  3,23"," 12,90"," 23,33"," 16,13","  0,00","  0,00"," 10,41",2022
Valladolid,Alto,"  0,00","  0,00","  0,00","  3,33"," 19,35"," 13,33"," 12,90"," 12,90"," 23,33","  0,00","  0,00","  0,00","  7,12",2022
Valladolid,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  9,68"," 23,33"," 45,16"," 51,61","  6,67","  6,45","  0,00","  0,00"," 12,05",2022
Valladolid,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 13,33"," 38,71"," 19,35","  3,33","  0,00","  0,00","  0,00","  6,30",2022
Bizkaia,Bajo," 87,10"," 96,43"," 70,97"," 73,33"," 51,61"," 46,67"," 16,13"," 25,81"," 33,33"," 38,71"," 80,00"," 83,87"," 58,36",2022
Bizkaia,Moderado,"  3,23","  3,57"," 12,90","  6,67","  9,68"," 20,00"," 19,35","  9,68","  3,33","  9,68","  0,00","  9,68","  9,04",2022
Bizkaia,Alto,"  6,45","  0,00","  9,68"," 10,00"," 19,35"," 16,67"," 16,13"," 16,13","  6,67","  9,68","  6,67","  6,45"," 10,41",2022
Bizkaia,Muy_Alto,"  3,23","  0,00","  6,45"," 10,00"," 19,35","  6,67"," 19,35"," 12,90"," 23,33","  6,45"," 13,33","  0,00"," 10,14",2022
Bizkaia,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 10,00"," 29,03"," 35,48"," 33,33"," 35,48","  0,00","  0,00"," 12,05",2022
Zamora,Bajo,"100,00"," 96,43","100,00"," 96,67"," 25,81"," 30,00","  0,00","  0,00"," 40,00"," 87,10","100,00","100,00"," 64,38",2022
Zamora,Moderado,"  0,00","  3,57","  0,00","  3,33"," 38,71"," 23,33","  9,68"," 16,13"," 23,33","  9,68","  0,00","  0,00"," 10,68",2022
Zamora,Alto,"  0,00","  0,00","  0,00","  0,00"," 29,03"," 16,67"," 19,35","  9,68"," 23,33","  3,23","  0,00","  0,00","  8,49",2022
Zamora,Muy_Alto,"  0,00","  0,00","  0,00","  0,00","  6,45"," 20,00"," 45,16"," 54,84","  6,67","  0,00","  0,00","  0,00"," 11,23",2022
Zamora,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 10,00"," 25,81"," 19,35","  6,67","  0,00","  0,00","  0,00","  5,21",2022
Zaragoza,Bajo," 96,77"," 85,71","100,00"," 76,67"," 41,94","  0,00","  6,45","  6,45"," 16,67"," 54,84"," 96,67","100,00"," 56,71",2022
Zaragoza,Moderado,"  3,23"," 14,29","  0,00"," 20,00"," 29,03"," 16,67"," 16,13"," 12,90"," 43,33"," 38,71","  3,33","  0,00"," 16,44",2022
Zaragoza,Alto,"  0,00","  0,00","  0,00","  3,33"," 16,13"," 26,67"," 25,81"," 38,71"," 26,67","  6,45","  0,00","  0,00"," 12,05",2022
Zaragoza,Muy_Alto,"  0,00","  0,00","  0,00","  0,00"," 12,90"," 40,00"," 35,48"," 25,81"," 13,33","  0,00","  0,00","  0,00"," 10,68",2022
Zaragoza,Extremo,"  0,00","  0,00","  0,00","  0,00","  0,00"," 16,67"," 16,13"," 16,13","  0,00","  0,00","  0,00","  0,00","  4,11",2022
